Species,Genome composition
Phlebovirus siciliaense,ssRNA(-); ssRNA(+/-)
Phlebovirus taparaense,ssRNA(-); ssRNA(+/-)
Phlebovirus tehranense,ssRNA(-); ssRNA(+/-)
Phlebovirus ticoense,ssRNA(-); ssRNA(+/-)
Phlebovirus toroense,ssRNA(-); ssRNA(+/-)
Phlebovirus toroense,ssRNA(-); ssRNA(+/-)
Phlebovirus torosense,ssRNA(-); ssRNA(+/-)
Phlebovirus toscanaense,ssRNA(-); ssRNA(+/-)
Phlebovirus turunaense,ssRNA(-); ssRNA(+/-)
Phlebovirus uriuranaense,ssRNA(-); ssRNA(+/-)
Phlebovirus urucuriense,ssRNA(-); ssRNA(+/-)
Phlebovirus zerdaliense,ssRNA(-); ssRNA(+/-)
Pidchovirus pidgei,ssRNA(-)
Pidchovirus stethori,ssRNA(-)
Rubodvirus argentinaense,ssRNA(-)
Rubodvirus armeniaense,ssRNA(-)
Rubodvirus mali,ssRNA(-)
Rubodvirus prosserense,ssRNA(-)
Tanzavirus daressalaamense,ssRNA(-)
Tenuivirus echinochloae,ssRNA(-); ssRNA(+/-)
Tenuivirus eurotritici,ssRNA(+/-)
Tenuivirus oryzabrevis,ssRNA(+/-)
Tenuivirus oryzaclavatae,ssRNA(-); ssRNA(+/-)
Tenuivirus oryzalbae,ssRNA(-); ssRNA(+/-)
Tenuivirus persotritici,ssRNA(+/-)
Tenuivirus urochloae,ssRNA(+/-)
Tenuivirus zeae,ssRNA(-); ssRNA(+/-)
Uukuvirus dabieshanense,ssRNA(-); ssRNA(+/-)
Uukuvirus dermacentoris,ssRNA(-)
Uukuvirus grandarbaudense,ssRNA(-); ssRNA(+/-)
Uukuvirus hoplandense,ssRNA(-)
Uukuvirus huangpiense,ssRNA(-); ssRNA(+/-)
Uukuvirus kabutoense,ssRNA(-); ssRNA(+/-)
Uukuvirus kaisodiense,ssRNA(-); ssRNA(+/-)
Uukuvirus lihanense,ssRNA(-)
Uukuvirus macquariense,ssRNA(-); ssRNA(+/-)
Uukuvirus rukutamaense,ssRNA(-); ssRNA(+/-)
Uukuvirus schmidti,ssRNA(-); ssRNA(+/-)
Uukuvirus silverwaterense,ssRNA(-); ssRNA(+/-)
Uukuvirus tachengense,ssRNA(-)
Uukuvirus toyoense,ssRNA(-); ssRNA(+/-)
Uukuvirus tyulenyense,ssRNA(-); ssRNA(+/-)
Uukuvirus uriae,ssRNA(-); ssRNA(+/-)
Uukuvirus uukuniemiense,ssRNA(-); ssRNA(+/-)
Uukuvirus uukuniemiense,ssRNA(-); ssRNA(+/-)
Uukuvirus uukuniemiense,ssRNA(-); ssRNA(+/-)
Uukuvirus uukuniemiense,ssRNA(-)
Uukuvirus uukuniemiense,ssRNA(-)
Uukuvirus uukuniemiense,ssRNA(-)
Uukuvirus yongjiaense,ssRNA(-); ssRNA(+/-)
Wenrivirus penaei,ssRNA(-)
Orthotospovirus alstroemeriflavi,ssRNA(+/-)
Orthotospovirus alstroemerinecrosis,ssRNA(+/-)
Orthotospovirus arachianuli,ssRNA(+/-)
Orthotospovirus arachiflavamaculae,ssRNA(+/-)
Orthotospovirus arachiflavi,ssRNA(+/-)
Orthotospovirus arachinecrosis,ssRNA(+/-)
Orthotospovirus callaflavi,ssRNA(+/-)
Orthotospovirus capsiciflavi,ssRNA(+/-)
Orthotospovirus capsicimaculaflavi,ssRNA(+/-)
Orthotospovirus chrysanthinecrocaulis,ssRNA(+/-)
Orthotospovirus citrullomaculosi,ssRNA(+/-)
Orthotospovirus citrullonecrosis,ssRNA(+/-)
Orthotospovirus cucurbichlorosis,ssRNA(+/-)
Orthotospovirus glycininecrovenae,ssRNA(+/-)
Orthotospovirus hippeflavi,ssRNA(+/-)
Orthotospovirus impatiensnecromaculae,ssRNA(+/-)
Orthotospovirus iridimaculaflavi,ssRNA(+/-)
Orthotospovirus meloflavi,ssRNA(+/-)
Orthotospovirus melotessellati,ssRNA(+/-)
Orthotospovirus morivenae,ssRNA(+/-)
Orthotospovirus phaseolinecrotessellati,ssRNA(+/-)
Orthotospovirus polygonianuli,ssRNA(+/-)
Orthotospovirus tomatanuli,ssRNA(+/-)
Orthotospovirus tomatoflavi,ssRNA(+/-)
Orthotospovirus tomatomaculae,ssRNA(+/-)
Orthotospovirus tomatozonae,ssRNA(+/-)
Orthotulasvirus tulasnellae,ssRNA(-)
Wumivirus millepedae,ssRNA(-)
Tilapinevirus tilapiae,ssRNA(-)
Alphainfluenzavirus influenzae,ssRNA(-)
Betainfluenzavirus influenzae,ssRNA(-)
Deltainfluenzavirus influenzae,ssRNA(-)
Gammainfluenzavirus influenzae,ssRNA(-)
Isavirus salaris,ssRNA(-)
Mykissvirus tructae,ssRNA(-)
Mykissvirus tructae,ssRNA(-)
Quaranjavirus araguariense,ssRNA(-)
Quaranjavirus chadense,ssRNA(-)
Quaranjavirus johnstonense,ssRNA(-)
Quaranjavirus quaranfilense,ssRNA(-)
Quaranjavirus tyulekense,ssRNA(-)
Quaranjavirus wellfleetense,ssRNA(-)
Sardinovirus pilchardi,ssRNA(-)
Thogotovirus bourbonense,ssRNA(-)
Thogotovirus dhoriense,ssRNA(-)
Thogotovirus josense,ssRNA(-)
Thogotovirus ozense,ssRNA(-)
Thogotovirus sinuense,ssRNA(-)
Thogotovirus thailandense,ssRNA(-)
Thogotovirus thogotoense,ssRNA(-)
Thogotovirus upoluense,ssRNA(-)
Fraservirus testudinis,ssRNA(+/-)
Amalgavirus allii,dsRNA
Amalgavirus cepae,dsRNA
Amalgavirus lycopersici,dsRNA
Amalgavirus marinae,dsRNA
Amalgavirus rhododendri,dsRNA
Amalgavirus spinaciae,dsRNA
Amalgavirus vaccinii,dsRNA
Amalgavirus viciae,dsRNA
Amalgavirus zosterae,dsRNA
Zybavirus bailii,dsRNA
Curvularia orthocurvulavirus 1,dsRNA
Fusarium graminearum orthocurvulavirus,dsRNA
Heterobasidion orthocurvulavirus,dsRNA
Lactarius rufus orthocurvulavirus 1,dsRNA
Lactarius tabidus orthocurvulavirus 1,dsRNA
Rhizoctonia solani orthocurvulavirus 1,dsRNA
Sclerotium hydrophilum orthocurvulavirus 1,dsRNA
Trichoderma harzianum orthocurvulavirus 1,dsRNA
Alphafusarivirus agarici,ssRNA(+)
Alphafusarivirus aspergilli,ssRNA(+)
Alphafusarivirus auriculariae,ssRNA(+)
Alphafusarivirus botryospheriae,ssRNA(+)
Alphafusarivirus botrytidis,ssRNA(+)
Alphafusarivirus fusarii,ssRNA(+)
Alphafusarivirus ioaponiae,ssRNA(+)
Alphafusarivirus italiae,ssRNA(+)
Alphafusarivirus macrophominae,ssRNA(+)
Alphafusarivirus neofusicocci,ssRNA(+)
Alphafusarivirus neurosporae,ssRNA(+)
Alphafusarivirus penicilli,ssRNA(+)
Alphafusarivirus plasmoparae,ssRNA(+)
Alphafusarivirus pleosporae,ssRNA(+)
Alphafusarivirus portobelli,ssRNA(+)
Alphafusarivirus rhizoctoniae,ssRNA(+)
Alphafusarivirus rolfsii,ssRNA(+)
Alphafusarivirus roqueforti,ssRNA(+)
Alphafusarivirus roselliniae,ssRNA(+)
Alphafusarivirus rutstroemiae,ssRNA(+)
Alphafusarivirus sclerotii,ssRNA(+)
Alphafusarivirus zymoseptoriae,ssRNA(+)
Betafusarivirus alternariae,ssRNA(+)
Betafusarivirus botrytidis,ssRNA(+)
Betafusarivirus brasiliensis,ssRNA(+)
Betafusarivirus crassae,ssRNA(+)
Betafusarivirus hispaniae,ssRNA(+)
Betafusarivirus homeocarpa,ssRNA(+)
Betafusarivirus iberiae,ssRNA(+)
Betafusarivirus neurosporae,ssRNA(+)
Betafusarivirus rhizoctoniae,ssRNA(+)
Betafusarivirus sclerotiniae,ssRNA(+)
Betafusarivirus sinensis,ssRNA(+)
Gammafusarivirus lentinualea,ssRNA(+)
Alphahypovirus alternariae,ssRNA(+)
Alphahypovirus americanum,ssRNA(+)
Alphahypovirus bipolaridis,ssRNA(+)
Alphahypovirus botrytidis,ssRNA(+)
Alphahypovirus cryphonectriae,ssRNA(+)
Alphahypovirus fusarii,ssRNA(+)
Alphahypovirus insecti,ssRNA(+)
Alphahypovirus japonicum,ssRNA(+)
Alphahypovirus macrophominae,ssRNA(+)
Alphahypovirus macrophominae,ssRNA(+)
Alphahypovirus sacchari,ssRNA(+)
Alphahypovirus trichodermae,ssRNA(+)
Betahypovirus americanum,ssRNA(+)
Betahypovirus cryphonectriae,ssRNA(+)
Betahypovirus fusarii,ssRNA(+)
Betahypovirus phomopsis,ssRNA(+)
Betahypovirus sclerotiniae,ssRNA(+)
Betahypovirus sclerotiniae,ssRNA(+)
Betahypovirus setosphaeriae,ssRNA(+)
Betahypovirus sinensis,ssRNA(+)
Betahypovirus trichodermae,ssRNA(+)
Betahypovirus valsae,ssRNA(+)
Deltahypovirus sinicum,ssRNA(+)
Deltahypovirus sipunculidi,ssRNA(+)
Epsilonhypovirus agarici,ssRNA(+)
Epsilonhypovirus entoleucae,ssRNA(+)
Epsilonhypovirus entoleucae,ssRNA(+)
Epsilonhypovirus japonicum,ssRNA(+)
Epsilonhypovirus japonicum,ssRNA(+)
Epsilonhypovirus roselliniae,ssRNA(+)
Epsilonhypovirus sclerotiniae,ssRNA(+)
Epsilonhypovirus sinicum,ssRNA(+)
Etahypovirus sclerotii,ssRNA(+)
Gammahypovirus atheliae,ssRNA(+)
Gammahypovirus meridionalis,ssRNA(+)
Gammahypovirus sclerotii,ssRNA(+)
Gammahypovirus sinensis,ssRNA(+)
Gammahypovirus uredi,ssRNA(+)
Thetahypovirus botrytidis,ssRNA(+)
Thetahypovirus rhizoctoniae,ssRNA(+)
Thetahypovirus sclerotii,ssRNA(+)
Thetahypovirus sclerotiniae,ssRNA(+)
Thetahypovirus sclerotiniae,ssRNA(+)
Zetahypovirus sclerotiniae,ssRNA(+)
Beet cryptic virus 1,dsRNA
Carrot cryptic virus,dsRNA
Cherry chlorotic rusty spot associated partitivirus,dsRNA
Cherry chlorotic rusty spot associated partitivirus,dsRNA
Chondrostereum purpureum cryptic virus 1,dsRNA
Flammulina velutipes browning virus,dsRNA
Helicobasidium mompa partitivirus V70,dsRNA
Heterobasidion partitivirus 1,dsRNA
Heterobasidion partitivirus 12,dsRNA
Heterobasidion partitivirus 13,dsRNA
Heterobasidion partitivirus 13,dsRNA
Heterobasidion partitivirus 13,dsRNA
Heterobasidion partitivirus 13,dsRNA
Heterobasidion partitivirus 15,dsRNA
Heterobasidion partitivirus 3,dsRNA
Rosellinia necatrix partitivirus 2,dsRNA
Vicia cryptic virus,dsRNA
Vicia cryptic virus,dsRNA
Vicia cryptic virus,dsRNA
Vicia cryptic virus,dsRNA
Vicia cryptic virus,dsRNA
Vicia cryptic virus,dsRNA
Vicia cryptic virus,dsRNA
White clover cryptic virus 1,dsRNA
Atkinsonella hypoxylon virus,dsRNA
Cannabis cryptic virus,dsRNA
Cannabis cryptic virus,dsRNA
Ceratocystis resinifera virus 1,dsRNA
Ceratocystis resinifera virus 1,dsRNA
Ceratocystis resinifera virus 1,dsRNA
Crimson clover cryptic virus 2,dsRNA
Dill cryptic virus 2,dsRNA
Fusarium poae virus 1,dsRNA
Fusarium poae virus 1,dsRNA
Heterobasidion partitivirus 2,dsRNA
Heterobasidion partitivirus 2,dsRNA
Heterobasidion partitivirus 2,dsRNA
Heterobasidion partitivirus 2,dsRNA
Heterobasidion partitivirus 2,dsRNA
Heterobasidion partitivirus 2,dsRNA
Heterobasidion partitivirus 2,dsRNA
Heterobasidion partitivirus 7,dsRNA
Heterobasidion partitivirus 7,dsRNA
Heterobasidion partitivirus 7,dsRNA
Heterobasidion partitivirus 8,dsRNA
Heterobasidion partitivirus P,dsRNA
Hop trefoil cryptic virus 2,dsRNA
Pleurotus ostreatus virus 1,dsRNA
Primula malacoides virus 1,dsRNA
Red clover cryptic virus 2,dsRNA
Rhizoctonia solani virus 717,dsRNA
Rosellinia necatrix virus 1,dsRNA
White clover cryptic virus 2,dsRNA
Cryptosporidium parvum virus 1,dsRNA
Cryptosporidium parvum virus 1,dsRNA
Beet cryptic virus 2,dsRNA
Beet cryptic virus 3,dsRNA
Fig cryptic virus,dsRNA
Pepper cryptic virus 1,dsRNA
Pepper cryptic virus 2,dsRNA
Pepper cryptic virus 2,dsRNA
Aspergillus ochraceous virus,dsRNA
Discula destructiva virus 1,dsRNA
Discula destructiva virus 2,dsRNA
Fusarium solani virus 1,dsRNA
Gremmeniella abietina RNA virus MS1,dsRNA
Gremmeniella abietina RNA virus MS1,dsRNA
Ophiostoma partitivirus 1,dsRNA
Penicillium stoloniferum virus F,dsRNA
Penicillium stoloniferum virus S,dsRNA
Penicillium stoloniferum virus S,dsRNA
Agaricus bisporus virus 4,dsRNA
Alfalfa cryptic virus 1,dsRNA
Carnation cryptic virus 1,dsRNA
Carrot temperate virus 1,dsRNA
Carrot temperate virus 2,dsRNA
Carrot temperate virus 3,dsRNA
Carrot temperate virus 4,dsRNA
Gaeumannomyces graminis virus 0196A,dsRNA
Gaeumannomyces graminis virus T1A,dsRNA
Hop trefoil cryptic virus 1,dsRNA
Hop trefoil cryptic virus 3,dsRNA
Radish yellow edge virus,dsRNA
Ryegrass cryptic virus,dsRNA
Spinach temperate virus,dsRNA
White clover cryptic virus 3,dsRNA
Orthopicobirnavirus beihaiense,dsRNA
Orthopicobirnavirus equi,dsRNA
Orthopicobirnavirus equi,dsRNA
Orthopicobirnavirus hominis,dsRNA
Orthopicobirnavirus hominis,dsRNA
Aplysia abyssovirus 1,ssRNA(+)
Muarterivirus afrigant,ssRNA(+)
Alphaarterivirus equid,ssRNA(+)
Lambdaarterivirus afriporav,ssRNA(+)
Deltaarterivirus hemfev,ssRNA(+)
Epsilonarterivirus hemcep,ssRNA(+)
Epsilonarterivirus safriver,ssRNA(+)
Epsilonarterivirus zamalb,ssRNA(+)
Etaarterivirus ugarco 1,ssRNA(+)
Iotaarterivirus debrazmo,ssRNA(+)
Iotaarterivirus kibreg 1,ssRNA(+)
Iotaarterivirus pejah,ssRNA(+)
Thetaarterivirus kafuba,ssRNA(+)
Thetaarterivirus mikelba 1,ssRNA(+)
Zetaarterivirus ugarco 1,ssRNA(+)
Betaarterivirus suid 2,ssRNA(+)
Betaarterivirus chinrav 1,ssRNA(+)
Betaarterivirus ninrav,ssRNA(+)
Betaarterivirus sheoin,ssRNA(+)
Betaarterivirus suid 1,ssRNA(+)
Betaarterivirus timiclar,ssRNA(+)
Gammaarterivirus lacdeh,ssRNA(+)
Nuarterivirus guemel,ssRNA(+)
Kappaarterivirus wobum,ssRNA(+)
Sicregavirus nixi,ssRNA(+)
Chinturpovirus 1,ssRNA(+)
Ptyasnivirus 1,ssRNA(+)
Oligodon snake nidovirus 1,ssRNA(+)
Microhyla letovirus 1,ssRNA(+)
Alphacoronavirus AMALF,ssRNA(+)
Bat coronavirus CDPHE15,ssRNA(+)
Alphacoronavirus CHB25,ssRNA(+)
Alphacoronavirus WA3607,ssRNA(+)
Bat coronavirus HKU10,ssRNA(+)
Rhinolophus ferrumequinum alphacoronavirus HuB-2013,ssRNA(+)
Human coronavirus 229E,ssRNA(+)
Human coronavirus 229E,ssRNA(+)
Lucheng Rn rat coronavirus,ssRNA(+)
Mink coronavirus 1,ssRNA(+)
Miniopterus bat coronavirus 1,ssRNA(+)
Miniopterus bat coronavirus HKU8,ssRNA(+)
Myotis ricketti alphacoronavirus Sax-2011,ssRNA(+)
Alphacoronavirus HKU33,ssRNA(+)
Alphacoronavirus WA2028,ssRNA(+)
Nyctalus velutinus alphacoronavirus SC-2013,ssRNA(+)
Pipistrellus kuhlii coronavirus 3398,ssRNA(+)
Alphacoronavirus BT020,ssRNA(+)
Alphacoronavirus WA1087,ssRNA(+)
Porcine epidemic diarrhea virus,ssRNA(+)
Scotophilus bat coronavirus 512,ssRNA(+)
Rhinolophus bat coronavirus HKU2,ssRNA(+)
Human coronavirus NL63,ssRNA(+)
NL63-related bat coronavirus strain BtKYNL63-9b,ssRNA(+)
Sorex araneus coronavirus T14,ssRNA(+)
Suncus murinus coronavirus X74,ssRNA(+)
Alphacoronavirus 1,ssRNA(+)
Betacoronavirus 1,ssRNA(+)
China Rattus coronavirus HKU24,ssRNA(+)
Human coronavirus HKU1,ssRNA(+)
Murine coronavirus,ssRNA(+)
Myodes coronavirus 2JL14,ssRNA(+)
Bat Hp-betacoronavirus Zhejiang2013,ssRNA(+)
Hedgehog coronavirus 1,ssRNA(+)
Middle East respiratory syndrome-related coronavirus,ssRNA(+)
Pipistrellus bat coronavirus HKU5,ssRNA(+)
Tylonycteris bat coronavirus HKU4,ssRNA(+)
Eidolon bat coronavirus C704,ssRNA(+)
Rousettus bat coronavirus GCCDC1,ssRNA(+)
Rousettus bat coronavirus HKU9,ssRNA(+)
Severe acute respiratory syndrome-related coronavirus,ssRNA(+)
Severe acute respiratory syndrome-related coronavirus,ssRNA(+)
Severe acute respiratory syndrome-related coronavirus,ssRNA(+)
Severe acute respiratory syndrome-related coronavirus,ssRNA(+)
Wigeon coronavirus HKU20,ssRNA(+)
Bulbul coronavirus HKU11,ssRNA(+)
Common moorhen coronavirus HKU21,ssRNA(+)
Coronavirus HKU15,ssRNA(+)
Munia coronavirus HKU13,ssRNA(+)
White-eye coronavirus HKU16,ssRNA(+)
Night heron coronavirus HKU19,ssRNA(+)
Goose coronavirus CB17,ssRNA(+)
Beluga whale coronavirus SW1,ssRNA(+)
Beluga whale coronavirus SW1,ssRNA(+)
Avian coronavirus,ssRNA(+)
Avian coronavirus 9203,ssRNA(+)
Duck coronavirus 2714,ssRNA(+)
Alphapironavirus bona,ssRNA(+)
Botrylloides leachii nidovirus,ssRNA(+)
Turrinivirus 1,ssRNA(+)
Alphamesonivirus 4,ssRNA(+)
Alphamesonivirus 8,ssRNA(+)
Alphamesonivirus 5,ssRNA(+)
Alphamesonivirus 7,ssRNA(+)
Alphamesonivirus 2,ssRNA(+)
Alphamesonivirus 3,ssRNA(+)
Alphamesonivirus 9,ssRNA(+)
Alphamesonivirus 1,ssRNA(+)
Alphamesonivirus 10,ssRNA(+)
Alphamesonivirus 6,ssRNA(+)
Alphamesonivirus 11,ssRNA(+)
Insemevirus tami,ssRNA(+)
Tocinivirus aphisi,ssRNA(+)
Tofonivirus foami,ssRNA(+)
Planidovirus 1,ssRNA(+)
Nangarvirus 1,ssRNA(+)
Halfbeak nidovirus 1,ssRNA(+)
Charybnivirus 1,ssRNA(+)
Decronivirus 1,ssRNA(+)
Paguronivirus 1,ssRNA(+)
Nimanivirus lahi,ssRNA(+)
Okavirus branchiae,ssRNA(+)
Okavirus flavicapitis,ssRNA(+)
Okavirus orientale,ssRNA(+)
White bream virus,ssRNA(+)
Fathead minnow nidovirus 1,ssRNA(+)
Chinook salmon nidovirus 1,ssRNA(+)
Bovine nidovirus 1,ssRNA(+)
Hebius tobanivirus 1,ssRNA(+)
Infratovirus latu,ssRNA(+)
Infratovirus 1,ssRNA(+)
Lyctovirus alpa,ssRNA(+)
Lycodon tobanivirus 1,ssRNA(+)
Ball python nidovirus 1,ssRNA(+)
Morelia tobanivirus 1,ssRNA(+)
Pregotovirus heba,ssRNA(+)
Berisnavirus 1,ssRNA(+)
Shingleback nidovirus 1,ssRNA(+)
Sectovirus 1,ssRNA(+)
Septovirus foka,ssRNA(+)
Sertovirus cona,ssRNA(+)
Vebetovirus paba,ssRNA(+)
Torovirus banli,ssRNA(+)
Bovine torovirus,ssRNA(+)
Equine torovirus,ssRNA(+)
Porcine torovirus,ssRNA(+)
Bavaria virus,ssRNA(+)
European brown hare syndrome virus,ssRNA(+)
Rabbit hemorrhagic disease virus,ssRNA(+)
Minovirus A,ssRNA(+)
Nacovirus A,ssRNA(+)
Newbury 1 virus,ssRNA(+)
Newbury 1 virus,ssRNA(+)
Norwalk virus,ssRNA(+)
Norwalk virus,ssRNA(+)
Norwalk virus,ssRNA(+)
Norwalk virus,ssRNA(+)
Norwalk virus,ssRNA(+)
Norwalk virus,ssRNA(+)
Norwalk virus,ssRNA(+)
Norwalk virus,ssRNA(+)
Norwalk virus,ssRNA(+)
Norwalk virus,ssRNA(+)
Norwalk virus,ssRNA(+)
Recovirus A,ssRNA(+)
Nordland virus,ssRNA(+)
Sapporo virus,ssRNA(+)
Sapporo virus,ssRNA(+)
Sapporo virus,ssRNA(+)
Sapporo virus,ssRNA(+)
Sapporo virus,ssRNA(+)
Sapporo virus,ssRNA(+)
Saint Valerien virus,ssRNA(+)
Feline calicivirus,ssRNA(+)
Vesicular exanthema of swine virus,ssRNA(+)
Aparavirus apisacutum,ssRNA(+)
Aparavirus cancerluti,ssRNA(+)
Aparavirus israelense,ssRNA(+)
Aparavirus kashmirense,ssRNA(+)
Aparavirus tauraense,ssRNA(+)
Aparavirus vallesi,ssRNA(+)
Cripavirus drosophilae,ssRNA(+)
Cripavirus grylli,ssRNA(+)
Cripavirus mortiferum,ssRNA(+)
Cripavirus porteri,ssRNA(+)
Cripavirus ropadi,ssRNA(+)
Triatovirus himetobi,ssRNA(+)
Triatovirus hocoagulatae,ssRNA(+)
Triatovirus nigereginacellulae,ssRNA(+)
Triatovirus plastali,ssRNA(+)
Triatovirus triatomae,ssRNA(+)
Iflavirus achedomestici,ssRNA(+)
Iflavirus aladeformis,ssRNA(+)
Iflavirus apistardum,ssRNA(+)
Iflavirus betaspexiguae,ssRNA(+)
Iflavirus brebrassicae,ssRNA(+)
Iflavirus dinococcinellae,ssRNA(+)
Iflavirus ectobliquae,ssRNA(+)
Iflavirus flacherie,ssRNA(+)
Iflavirus lineacelli,ssRNA(+)
Iflavirus lylineolaris,ssRNA(+)
Iflavirus nilalugentis,ssRNA(+)
Iflavirus pernudae,ssRNA(+)
Iflavirus sacbroodi,ssRNA(+)
Iflavirus spexiguae,ssRNA(+)
Iflavirus vadestruente,ssRNA(+)
Iflavirus vomitus,ssRNA(+)
Chaetoceros socialis forma radians RNA virus 1,ssRNA(+)
Chaetoceros tenuissimus RNA virus 01,ssRNA(+)
Rhizosolenia setigera RNA virus 01,ssRNA(+)
Astarnavirus,ssRNA(+)
Aurantiochytrium single-stranded RNA virus 01,ssRNA(+)
Jericarnavirus B,ssRNA(+)
Sanfarnavirus 1,ssRNA(+)
Sanfarnavirus 2,ssRNA(+)
Sanfarnavirus 3,ssRNA(+)
Heterosigma akashiwo RNA virus,ssRNA(+)
Britarnavirus 1,ssRNA(+)
Britarnavirus 4,ssRNA(+)
Palmarnavirus 128,ssRNA(+)
Palmarnavirus 473,ssRNA(+)
Britarnavirus 2,ssRNA(+)
Britarnavirus 3,ssRNA(+)
Chaetarnavirus 2,ssRNA(+)
Chaetenuissarnavirus II,ssRNA(+)
Jericarnavirus A,ssRNA(+)
Palmarnavirus 156,ssRNA(+)
Orthonoravirus melanogastri,ssRNA(+)
Ailurivirus A,ssRNA(+)
Bovine rhinitis A virus,ssRNA(+)
Bovine rhinitis A virus,ssRNA(+)
Bovine rhinitis B virus,ssRNA(+)
Bovine rhinitis B virus,ssRNA(+)
Bovine rhinitis B virus,ssRNA(+)
Bovine rhinitis B virus,ssRNA(+)
Bovine rhinitis B virus,ssRNA(+)
Equine rhinitis A virus,ssRNA(+)
Foot-and-mouth disease virus,ssRNA(+)
Foot-and-mouth disease virus,ssRNA(+)
Foot-and-mouth disease virus,ssRNA(+)
Foot-and-mouth disease virus,ssRNA(+)
Foot-and-mouth disease virus,ssRNA(+)
Foot-and-mouth disease virus,ssRNA(+)
Foot-and-mouth disease virus,ssRNA(+)
Bopivirus A,ssRNA(+)
Cardiovirus A,ssRNA(+)
Cardiovirus A,ssRNA(+)
Cardiovirus B,ssRNA(+)
Cardiovirus B,ssRNA(+)
Cardiovirus B,ssRNA(+)
Cardiovirus B,ssRNA(+)
Cardiovirus B,ssRNA(+)
Cardiovirus B,ssRNA(+)
Cardiovirus B,ssRNA(+)
Cardiovirus C,ssRNA(+)
Cardiovirus C,ssRNA(+)
Cardiovirus C,ssRNA(+)
Cardiovirus D,ssRNA(+)
Cardiovirus D,ssRNA(+)
Cardiovirus D,ssRNA(+)
Cardiovirus D,ssRNA(+)
Cardiovirus D,ssRNA(+)
Cardiovirus D,ssRNA(+)
Cardiovirus D,ssRNA(+)
Cardiovirus D,ssRNA(+)
Cardiovirus D,ssRNA(+)
Cardiovirus D,ssRNA(+)
Cardiovirus D,ssRNA(+)
Cardiovirus E,ssRNA(+)
Cardiovirus F,ssRNA(+)
Cosavirus A,ssRNA(+)
Cosavirus A,ssRNA(+)
Cosavirus A,ssRNA(+)
Cosavirus A,ssRNA(+)
Cosavirus A,ssRNA(+)
Cosavirus A,ssRNA(+)
Cosavirus A,ssRNA(+)
Cosavirus A,ssRNA(+)
Cosavirus A,ssRNA(+)
Cosavirus A,ssRNA(+)
Cosavirus A,ssRNA(+)
Cosavirus A,ssRNA(+)
Cosavirus A,ssRNA(+)
Cosavirus A,ssRNA(+)
Cosavirus A,ssRNA(+)
Cosavirus A,ssRNA(+)
Cosavirus A,ssRNA(+)
Cosavirus A,ssRNA(+)
Cosavirus A,ssRNA(+)
Cosavirus A,ssRNA(+)
Cosavirus A,ssRNA(+)
Cosavirus A,ssRNA(+)
Cosavirus A,ssRNA(+)
Cosavirus A,ssRNA(+)
Cosavirus B,ssRNA(+)
Cosavirus D,ssRNA(+)
Cosavirus D,ssRNA(+)
Cosavirus D,ssRNA(+)
Cosavirus D,ssRNA(+)
Cosavirus D,ssRNA(+)
Cosavirus E,ssRNA(+)
Cosavirus F,ssRNA(+)
Erbovirus A,ssRNA(+)
Erbovirus A,ssRNA(+)
Erbovirus A,ssRNA(+)
Hunnivirus A,ssRNA(+)
Hunnivirus A,ssRNA(+)
Hunnivirus A,ssRNA(+)
Hunnivirus A,ssRNA(+)
Hunnivirus A,ssRNA(+)
Hunnivirus A,ssRNA(+)
Hunnivirus A,ssRNA(+)
Hunnivirus A,ssRNA(+)
Malagasivirus A,ssRNA(+)
Malagasivirus B,ssRNA(+)
Marsupivirus A,ssRNA(+)
Mischivirus A,ssRNA(+)
Mischivirus B,ssRNA(+)
Mischivirus C,ssRNA(+)
Mischivirus D,ssRNA(+)
Mischivirus E,ssRNA(+)
Mosavirus A,ssRNA(+)
Mosavirus A,ssRNA(+)
Mosavirus B,ssRNA(+)
Mupivirus A,ssRNA(+)
Mupivirus A,ssRNA(+)
Senecavirus A,ssRNA(+)
Teschovirus A,ssRNA(+)
Teschovirus A,ssRNA(+)
Teschovirus A,ssRNA(+)
Teschovirus A,ssRNA(+)
Teschovirus A,ssRNA(+)
Teschovirus A,ssRNA(+)
Teschovirus A,ssRNA(+)
Teschovirus A,ssRNA(+)
Teschovirus A,ssRNA(+)
Teschovirus A,ssRNA(+)
Teschovirus A,ssRNA(+)
Teschovirus A,ssRNA(+)
Teschovirus A,ssRNA(+)
Teschovirus A,ssRNA(+)
Teschovirus B,ssRNA(+)
Teschovirus B,ssRNA(+)
Teschovirus B,ssRNA(+)
Torchivirus A,ssRNA(+)
Tottorivirus A,ssRNA(+)
Anativirus A,ssRNA(+)
Anativirus B,ssRNA(+)
Boosepivirus A,ssRNA(+)
Boosepivirus B,ssRNA(+)
Boosepivirus B,ssRNA(+)
Boosepivirus C,ssRNA(+)
Diresapivirus A,ssRNA(+)
Diresapivirus B,ssRNA(+)
Enterovirus A,ssRNA(+)
Enterovirus A,ssRNA(+)
Enterovirus A,ssRNA(+)
Enterovirus A,ssRNA(+)
Enterovirus A,ssRNA(+)
Enterovirus A,ssRNA(+)
Enterovirus A,ssRNA(+)
Enterovirus A,ssRNA(+)
Enterovirus A,ssRNA(+)
Enterovirus A,ssRNA(+)
Enterovirus A,ssRNA(+)
Enterovirus A,ssRNA(+)
Enterovirus A,ssRNA(+)
