Species,Genome composition
Tripneustis gratilla SURL virus,ssRNA-RT
Aedes aegypti Mosqcopia virus,ssRNA-RT
Candida albicans Tca2 virus,ssRNA-RT
Candida albicans Tca5 virus,ssRNA-RT
Drosophila melanogaster 1731 virus,ssRNA-RT
Drosophila melanogaster copia virus,ssRNA-RT
Saccharomyces cerevisiae Ty5 virus,ssRNA-RT
Volvox carteri Lueckenbuesser virus,ssRNA-RT
Volvox carteri Osser virus,ssRNA-RT
Arabidopsis thaliana Art1 virus,ssRNA-RT
Arabidopsis thaliana AtRE1 virus,ssRNA-RT
Arabidopsis thaliana evelknievel virus,ssRNA-RT
Arabidopsis thaliana Ta1 virus,ssRNA-RT
Brassica oleracea Melmoth virus,ssRNA-RT
Cajanus cajan Panzee virus,ssRNA-RT
Glycine max Tgmr virus,ssRNA-RT
Hordeum vulgare BARE-1 virus,ssRNA-RT
Nicotiana tabacum Tnt1 virus,ssRNA-RT
Nicotiana tabacum Tto1 virus,ssRNA-RT
Oryza australiensis RIRE1 virus,ssRNA-RT
Oryza longistaminata Retrofit virus,ssRNA-RT
Physarum polycephalum Tp1 virus,ssRNA-RT
Saccharomyces cerevisiae Ty1 virus,ssRNA-RT
Saccharomyces cerevisiae Ty2 virus,ssRNA-RT
Saccharomyces cerevisiae Ty4 virus,ssRNA-RT
Solanum tuberosum Tst1 virus,ssRNA-RT
Triticum aestivum WIS-2 virus,ssRNA-RT
Zea mays Hopscotch virus,ssRNA-RT
Zea mays Sto-4 virus,ssRNA-RT
Arabidopsis thaliana Endovir virus,ssRNA-RT
Glycine max SIRE1 virus,ssRNA-RT
Lycopersicon esculentum ToRTL1 virus,ssRNA-RT
Zea mays Opie-2 virus,ssRNA-RT
Zea mays Prem-2 virus,ssRNA-RT
Phaseolus vulgaris Tpv2-6 virus,ssRNA-RT
avian carcinoma Mill Hill virus 2,ssRNA-RT
avian leukosis virus,ssRNA-RT
avian myeloblastosis virus,ssRNA-RT
avian myelocytomatosis virus 29,ssRNA-RT
avian sarcoma virus CT10,ssRNA-RT
Fujinami sarcoma virus,ssRNA-RT
Rous sarcoma virus,ssRNA-RT
UR2 sarcoma virus,ssRNA-RT
Y73 sarcoma virus,ssRNA-RT
Jaagsiekte sheep retrovirus,ssRNA-RT
langur virus,ssRNA-RT
Mason-Pfizer monkey virus,ssRNA-RT
mouse mammary tumor virus,ssRNA-RT
squirrel monkey retrovirus,ssRNA-RT
bovine leukemia virus,ssRNA-RT
primate T-lymphotropic virus 1,ssRNA-RT
primate T-lymphotropic virus 2,ssRNA-RT
primate T-lymphotropic virus 3,ssRNA-RT
walleye dermal sarcoma virus,ssRNA-RT
walleye epidermal hyperplasia virus 1,ssRNA-RT
walleye epidermal hyperplasia virus 2,ssRNA-RT
chick syncytial virus,ssRNA-RT
feline leukemia virus,ssRNA-RT
Finkel-Biskis-Jinkins murine sarcoma virus,ssRNA-RT
Gardner-Arnstein feline sarcoma virus,ssRNA-RT
gibbon ape leukemia virus,ssRNA-RT
guinea pig type-C oncovirus,ssRNA-RT
Hardy-Zuckerman feline sarcoma virus,ssRNA-RT
Harvey murine sarcoma virus,ssRNA-RT
Kirsten murine sarcoma virus,ssRNA-RT
koala retrovirus,ssRNA-RT
Moloney murine sarcoma virus,ssRNA-RT
Moloney murine leukemia virus,ssRNA-RT
porcine type-C oncovirus,ssRNA-RT
reticuloendotheliosis virus,ssRNA-RT
Snyder-Theilen feline sarcoma virus,ssRNA-RT
trager duck spleen necrosis virus,ssRNA-RT
viper retrovirus,ssRNA-RT
woolly monkey sarcoma virus,ssRNA-RT
bovine immunodeficiency virus,ssRNA-RT
caprine arthritis encephalitis virus,ssRNA-RT
equine infectious anemia virus,ssRNA-RT
feline immunodeficiency virus,ssRNA-RT
human immunodeficiency virus 1,ssRNA-RT
human immunodeficiency virus 2,ssRNA-RT
Jembrana disease virus,ssRNA-RT
puma lentivirus,ssRNA-RT
simian immunodeficiency virus,ssRNA-RT
Visna/maedi virus,ssRNA-RT
bovine foamy virus Bos taurus,ssRNA-RT
equine foamy virus Equus caballus,ssRNA-RT
feline foamy virus Felis catus,ssRNA-RT
simian foamy virus Otolemur crassicaudatus,ssRNA-RT
simian foamy virus Pongo pygmaeus pygmaeus,ssRNA-RT
simian foamy virus Pan troglodytes troglodytes,ssRNA-RT
simian foamy virus Macaca fascicularis,ssRNA-RT
simian foamy virus Pan troglodytes schweinfurthii,ssRNA-RT
simian foamy virus Chlorocebus aethiops,ssRNA-RT
simian foamy virus Cercopithecus nictitans,ssRNA-RT
simian foamy virus Macaca fuscata,ssRNA-RT
simian foamy virus Macaca mulatta,ssRNA-RT
simian foamy virus Ateles sp.,ssRNA-RT
simian foamy virus Saimiri sciureus,ssRNA-RT
simian foamy virus Macaca cyclopis,ssRNA-RT
simian foamy virus Pan troglodytes verus,ssRNA-RT
simian foamy virus Gorilla gorilla gorilla,ssRNA-RT
simian foamy virus Callithrix jacchus,ssRNA-RT
simian foamy virus Sapajus xanthosternos,ssRNA-RT
Aspergillus fumigatus tetramycovirus 1,dsRNA
Aspergillus fumigatus polymycovirus 1,dsRNA
Aspergillus fumigatus polymycovirus 1,dsRNA
Aspergillus fumigatus polymycovirus 1,dsRNA
Aspergillus spelaeus tetramycovirus 1,dsRNA
Beauveria bassiana polymycovirus 1,dsRNA
Botryosphaeria dothidea RNA virus 1,dsRNA
Botryosphaeria dothidea RNA virus 1,dsRNA
Cladosporium cladosporioides virus 1,dsRNA
Colletotrichum camelliae filamentous virus 1,dsRNA
Fusarium redolens polymycovirus 1,dsRNA
Magnaporthe oryzae polymycovirus 1,dsRNA
Penicillium digitatum polymycovirus 1,dsRNA
Penicillium brevicompactum tetramycovirus 1,dsRNA
extra small virus,ssRNA(+)
extra small virus,ssRNA(+)
extra small virus,ssRNA(+)
extra small virus,ssRNA(+)
extra small virus,ssRNA(+)
extra small virus,ssRNA(+)
extra small virus,ssRNA(+)
extra small virus,ssRNA(+)
satellite tobacco necrosis virus 1,ssRNA(+)
satellite tobacco necrosis virus 2,ssRNA(+)
satellite tobacco necrosis virus C,ssRNA(+)
satellite maize white line mosaic virus,ssRNA(+)
Panicum papanivirus 1,ssRNA(+)
satellite tobacco mosaic virus,ssRNA(+)
Chinese fire belly newt virus 1,ssRNA(-)
rhinotermitid virus 1,ssRNA(-)
Swiss snake colony virus 1,ssRNA(-)
dabbling duck virus 1,ssRNA(-)
ray-finned fish virus 1,ssRNA(-)
hepatitis D virus 7,ssRNA(-)
hepatitis D virus 6,ssRNA(-)
hepatitis D virus 1,ssRNA(-)
hepatitis D virus 2,ssRNA(-)
hepatitis D virus 3,ssRNA(-)
hepatitis D virus 8,ssRNA(-)
hepatitis D virus 4,ssRNA(-)
hepatitis D virus 5,ssRNA(-)
Chusan Island toad virus 1,ssRNA(-)
Tome’s spiny-rat virus 1,ssRNA(-)
Acanthocystis turfacea Chlorella virus 1,dsDNA
Hydra viridis Chlorella virus 1,dsDNA
Paramecium bursaria Chlorella virus 1,dsDNA
Paramecium bursaria Chlorella virus A1,dsDNA
Paramecium bursaria Chlorella virus AL1A,dsDNA
Paramecium bursaria Chlorella virus AL2A,dsDNA
Paramecium bursaria Chlorella virus BJ2C,dsDNA
Paramecium bursaria Chlorella virus CA4A,dsDNA
Paramecium bursaria Chlorella virus CA4B,dsDNA
Paramecium bursaria Chlorella virus IL3A,dsDNA
Paramecium bursaria Chlorella virus NC1A,dsDNA
Paramecium bursaria Chlorella virus NE8A,dsDNA
Paramecium bursaria Chlorella virus NY2A,dsDNA
Paramecium bursaria Chlorella virus NYs1,dsDNA
Paramecium bursaria Chlorella virus SC1A,dsDNA
Paramecium bursaria Chlorella virus XY6E,dsDNA
Paramecium bursaria Chlorella virus XZ3A,dsDNA
Paramecium bursaria Chlorella virus XZ4A,dsDNA
Paramecium bursaria Chlorella virus XZ4C,dsDNA
Emiliania huxleyi virus 86,dsDNA
Ectocarpus fasciculatus virus a,dsDNA
Ectocarpus siliculosus virus 1,dsDNA
Ectocarpus siliculosus virus a,dsDNA
Feldmannia irregularis virus a,dsDNA
Feldmannia species virus,dsDNA
Feldmannia species virus a,dsDNA
Hincksia hinckiae virus a,dsDNA
Myriotrichia clavaeformis virus a,dsDNA
Pilayella littoralis virus 1,dsDNA
Micromonas pusilla virus SP1,dsDNA
Ostreococcus tauri virus OtV5,dsDNA
Chrysochromulina brevifilum virus PW1,dsDNA
Heterosigma akashiwo virus 01,dsDNA
Pyramimonas orientalis virus 01B,dsDNA
Tetraselmis virus 1,dsDNA
Phaeocystis globosa virus PgV-16T,dsDNA
Chrysochromulina parva virus BQ2,dsDNA
Chrysochromulina ericina virus CeV-01B,dsDNA
Cafeteria roenbergensis virus,dsDNA
Fadolivirus FV1/VV64,dsDNA
Bodo saltans virus,dsDNA
Yasminevirus,dsDNA
Cotonvirus japonicus,dsDNA
Megavirus baoshan,dsDNA
Megavirus chiliensis,dsDNA
Powai lake megavirus,dsDNA
Acanthamoeba polyphaga mimivirus,dsDNA
Acanthamoeba polyphaga mimivirus Kroon,dsDNA
Moumouvirus australiensis,dsDNA
Moumouvirus goulette,dsDNA
Acanthamoeba polyphaga moumouvirus,dsDNA
Tupanvirus deep ocean,dsDNA
Tupanvirus soda lake,dsDNA
Prymnesium kappa virus,dsDNA
Aureococcus anophagefferens virus,dsDNA
Heliothis virescens ascovirus 3a,dsDNA
Heliothis virescens ascovirus 3f,dsDNA
Heliothis virescens ascovirus 3g,dsDNA
Spodoptera frugiperda ascovirus 1a,dsDNA
Trichoplusia ni ascovirus 2a,dsDNA
Diadromus pulchellus toursvirus,dsDNA
lymphocystis disease virus 1,dsDNA
lymphocystis disease virus 2; lymphocystis disease virus-China,dsDNA
lymphocystis disease virus 3; lymphocystis disease virus-Sparus aurata,dsDNA
lymphocystis disease virus 4,dsDNA
infectious spleen and kidney necrosis virus,dsDNA
orange spotted grouper iridovirus,dsDNA
giant sea perch iridovirus - K1,dsDNA
rock bream iridovirus,dsDNA
turbot reddish body iridovirus,dsDNA
large yellow croaker iridovirus,dsDNA
pompano iridovirus,dsDNA
red sea bream iridovirus,dsDNA
scale drop disease virus,dsDNA
Ambystoma tigrinum virus,dsDNA
common midwife toad virus-NL,dsDNA
common midwife toad virus -E,dsDNA
Andrias davidianus ranavirus,dsDNA
Testudo hermanni ranavirus,dsDNA
pike-perch iridovirus,dsDNA
Pelophylax esculentus virus,dsDNA
Rana esculenta virus,dsDNA
epizootic haematopoietic necrosis virus,dsDNA
European catfish virus,dsDNA
European sheatfish virus,dsDNA
lumpfish ranavirus,dsDNA
frog virus 3,dsDNA
frog virus 3,dsDNA
Rana grylio virus,dsDNA
soft-shelled turtle iridovirus,dsDNA
tiger frog virus,dsDNA
German gecko ranavirus,dsDNA
tortoise ranavirus 1,dsDNA
Bohle iridovirus,dsDNA
zoo ranavirus,dsDNA
short-finned eel virus,dsDNA
cod iridovirus,dsDNA
ranavirus maximus,dsDNA
largemouth bass virus,dsDNA
guppy virus 6,dsDNA
doctor fish virus,dsDNA
Singapore grouper iridovirus,dsDNA
Grouper iridovirus,dsDNA
Anopheles minimus iridovirus,dsDNA
invertebrate iridescent virus 22,dsDNA
invertebrate iridescent virus 22a,dsDNA
invertebrate iridescent virus 30,dsDNA
invertebrate iridescent virus 25,dsDNA
invertebrate iridescent virus 3; Mosquito iridescent virus,dsDNA
invertebrate iridescent virus 9; Wiseana iridescent virus,dsDNA
Daphnia iridescent virus 1,dsDNA
shrimp hemocyte iridescent virus,dsDNA
Cherax quadricarnatus iridovirus,dsDNA
invertebrate iridescent virus 31,dsDNA
invertebrate iridescent virus 6; Chilo iridescent virus,dsDNA
Marseillevirus marseillevirus,dsDNA
Senegalvirus marseillevirus,dsDNA
Lausannevirus,dsDNA
Tunisvirus,dsDNA
Acanthamoeba castellanii medusavirus J1,dsDNA
Medusavirus stheno T3,dsDNA
African swine fever virus,dsDNA
African swine fever virus,dsDNA
African swine fever virus,dsDNA
African swine fever virus,dsDNA
African swine fever virus,dsDNA
African swine fever virus,dsDNA
African swine fever virus,dsDNA
African swine fever virus,dsDNA
African swine fever virus,dsDNA
African swine fever virus,dsDNA
African swine fever virus,dsDNA
African swine fever virus,dsDNA
African swine fever virus,dsDNA
African swine fever virus,dsDNA
African swine fever virus,dsDNA
African swine fever virus,dsDNA
African swine fever virus,dsDNA
African swine fever virus,dsDNA
African swine fever virus,dsDNA
African swine fever virus,dsDNA
canarypox virus,dsDNA
flamingopox virus,dsDNA
fowlpox virus,dsDNA
juncopox virus,dsDNA
mynahpox virus,dsDNA
penguinpox virus,dsDNA
pigeonpox virus,dsDNA
psittacinepox virus,dsDNA
quailpox virus,dsDNA
sparrowpox virus,dsDNA
starlingpox virus,dsDNA
turkeypox virus,dsDNA
goatpox virus,dsDNA
lumpy skin disease virus,dsDNA
sheeppox virus,dsDNA
Murmansk poxvirus,dsDNA
yokapox virus,dsDNA
mule deerpox virus,dsDNA
Nile crocodilepox virus,dsDNA
hare fibroma virus,dsDNA
myxoma virus,dsDNA
Shope fibroma virus; rabbit fibroma virus,dsDNA
squirrel fibroma virus,dsDNA
Eastern grey kangaroopox virus,dsDNA
Western grey kangaroopox virus,dsDNA
molluscum contagiosum virus,dsDNA
sea otterpox virus,dsDNA
orthopoxvirus Abatino,dsDNA
Akhmeta virus,dsDNA
camelpox virus,dsDNA
cowpox virus,dsDNA
ectromelia virus,dsDNA
monkeypox virus,dsDNA
raccoonpox virus,dsDNA
skunkpox virus,dsDNA
taterapox virus,dsDNA
vaccinia virus,dsDNA
variola virus,dsDNA
volepox virus,dsDNA
Cotia virus,dsDNA
bovine papular stomatitis virus,dsDNA
seal parapoxvirus,dsDNA
orf virus,dsDNA
pseudocowpox virus,dsDNA
parapoxvirus red deer,dsDNA
pteropox virus,dsDNA
salmon gillpox virus,dsDNA
squirrelpox virus,dsDNA
swinepox virus,dsDNA
eptesipox virus,dsDNA
yaba-like disease virus,dsDNA
tanapox virus,dsDNA
Yaba monkey tumor virus,dsDNA
Anomala cuprea entomopoxvirus,dsDNA
Aphodius tasmaniae entomopoxvirus,dsDNA
Demodema bonariensis entomopoxvirus,dsDNA
Dermolepida albohirtum entomopoxvirus,dsDNA
Figulus sublaevis entomopoxvirus,dsDNA
Geotrupes sylvaticus entomopoxvirus,dsDNA
Melolontha melolontha entomopoxvirus,dsDNA
Acrobasis zelleri entomopoxvirus,dsDNA
Adoxophyes honmai entomopoxvirus,dsDNA
Amsacta moorei entomopoxvirus,dsDNA
Arphia conspersa entomopoxvirus,dsDNA
Choristoneura biennis entomopoxvirus,dsDNA
Choristoneura conflicta entomopoxvirus,dsDNA
Choristoneura diversuma entomopoxvirus,dsDNA
Choristoneura fumiferana entomopoxvirus,dsDNA
Choristoneura rosaceana entomopoxvirus,dsDNA
Chorizagrotis auxiliaris entomopoxvirus,dsDNA
Heliothis armigera entomopoxvirus,dsDNA
Locusta migratoria entomopoxvirus,dsDNA
Mythimna separata entomopoxvirus,dsDNA
Oedaleus senegalensis entomopoxvirus,dsDNA
Operophtera brumata entomopoxvirus,dsDNA
Schistocerca gregaria entomopoxvirus,dsDNA
Melanoplus sanguinipes entomopoxvirus 'O',dsDNA
Aedes aegypti entomopoxvirus,dsDNA
Camptochironomus tentans entomopoxvirus,dsDNA
Chironomus attenuatus entomopoxvirus,dsDNA
Chironomus luridus entomopoxvirus,dsDNA
Chironomus plumosus entomopoxvirus,dsDNA
Goeldichironomus holoprasinus entomopoxvirus,dsDNA
Diachasmimorpha longicaudata entomopoxvirus,dsDNA
Flavobacterium phage FLiP,ssDNA
Maverick-related virus,dsDNA
Sputnik virus 1,dsDNA
Zamilon virus,dsDNA
Mayetiola barley midge adintovirus,dsDNA
Terrapene box turtle adintovirus,dsDNA
Lokiarchaeia virus SkuldV3,dsDNA
Lokiarchaeia virus SkuldV1,dsDNA
Sulfolobus turreted icosahedral virus 1,dsDNA
Sulfolobus turreted icosahedral virus 2,dsDNA
Methanophagales virus PBV266,dsDNA
Methanophagales virus PBV305,dsDNA
Methanophagales virus PBV304,dsDNA
Enterobacteria phage PR4,dsDNA
Enterobacteria phage PRD1,dsDNA
Bacillus phage AP50,dsDNA
Bacillus phage Bam35c,dsDNA
Bacillus phage GIL16c,dsDNA
Bacillus phage Sato,dsDNA
Bacillus phage Sole,dsDNA
Bacillus phage Wip1,dsDNA
Streptomyces phage Forthebois,dsDNA
Streptomyces phage WheeHeim,dsDNA
Rhodococcus phage Toil,dsDNA
Gluconobacter phage GC1,dsDNA
bovine adenovirus 4,dsDNA
bovine adenovirus 5,dsDNA
bovine adenovirus 8,dsDNA
bovine adenovirus 6,dsDNA
deer adenovirus 1; Odocoileus adenovirus 1,dsDNA
duck adenovirus 1,dsDNA
lizard adenovirus 2,dsDNA
bearded dragon adenovirus 1,dsDNA
ovine adenovirus 7,dsDNA
possum adenovirus 1,dsDNA
psittacine adenovirus 3,dsDNA
snake adenovirus 1,dsDNA
Southern Psittacara leucophthalmus aviadenovirus; white-eyed parakeet adenovirus 2,dsDNA
duck adenovirus 2,dsDNA
duck adenovirus 3,dsDNA
falcon adenovirus 1,dsDNA
fowl adenovirus 1,dsDNA
fowl adenovirus 5,dsDNA
fowl adenovirus 4,dsDNA
fowl adenovirus 10,dsDNA
fowl adenovirus 9,dsDNA
fowl adenovirus 2,dsDNA
fowl adenovirus 3,dsDNA
fowl adenovirus 11,dsDNA
fowl adenovirus 6,dsDNA
fowl adenovirus 7,dsDNA
fowl adenovirus 8a,dsDNA
fowl adenovirus 8b,dsDNA
goose adenovirus 4,dsDNA
pigeon adenovirus 1,dsDNA
pigeon adenovirus 2,dsDNA
psittacine adenovirus 4,dsDNA
psittacine adenovirus 1,dsDNA
turkey adenovirus 1,dsDNA
turkey adenovirus 4,dsDNA
turkey adenovirus 5,dsDNA
white sturgeon adenovirus 1,dsDNA
bat adenovirus 3,dsDNA
bat adenovirus Mm32,dsDNA
bat adenovirus 2,dsDNA
bat adenovirus 4,dsDNA
bat adenovirus 7,dsDNA
bat adenovirus 8,dsDNA
bat adenovirus 9,dsDNA
bat adenovirus 10,dsDNA
bat adenovirus 11,dsDNA
straw-colored fruit bat adenovirus,dsDNA
Egyptian fruit bat adenovirus,dsDNA
bat adenovirus Vs9,dsDNA
bovine adenovirus 1,dsDNA
bovine adenovirus 3,dsDNA
bovine adenovirus 10,dsDNA
canine adenovirus 1,dsDNA
canine adenovirus 2,dsDNA
vespertillonid adenovirus 4,dsDNA
deer adenovirus 2; Odocolleus adenovirus 2,dsDNA
bottlenose dolphin adenovirus 2,dsDNA
bottlenose dolphin adenovirus 1,dsDNA
equine adenovirus 1,dsDNA
equine adenovirus 2,dsDNA
Guinea pig adenovirus 1,dsDNA
human adenovirus 12,dsDNA
human adenovirus 18,dsDNA
human adenovirus 31,dsDNA
simian adenovirus ch1,dsDNA
human adenovirus 3,dsDNA
human adenovirus 7,dsDNA
human adenovirus 11,dsDNA
human adenovirus 14,dsDNA
human adenovirus 16,dsDNA
human adenovirus 21,dsDNA
human adenovirus 34,dsDNA
human adenovirus 35,dsDNA
human adenovirus 50,dsDNA
human adenovirus 55,dsDNA
simian adenovirus 21,dsDNA
simian adenovirus 27 (chimpanzee),dsDNA
simian adenovirus 28 (gorilla),dsDNA
simian adenovirus 29,dsDNA
simian adenovirus 32,dsDNA
simian adenovirus 33,dsDNA
simian adenovirus 35 (bonobo),dsDNA
simian adenovirus 41,dsDNA
simian adenovirus 46,dsDNA
simian adenovirus 47,dsDNA
human adenovirus 2,dsDNA
human adenovirus 1,dsDNA
human adenovirus 5,dsDNA
human adenovirus 6,dsDNA
simian adenovirus 31,dsDNA
simian adenovirus 34,dsDNA
simian adenovirus 40,dsDNA
simian adenovirus 42,dsDNA
simian adenovirus 43,dsDNA
simian adenovirus 44,dsDNA
simian adenovirus 45,dsDNA
chimpanzee adenovirus ChAd3,dsDNA
human adenovirus 9,dsDNA
human adenovirus 8,dsDNA
human adenovirus 10,dsDNA
human adenovirus 13,dsDNA
human adenovirus 15,dsDNA
human adenovirus 17,dsDNA
human adenovirus 19,dsDNA
human adenovirus 20,dsDNA
human adenovirus 22,dsDNA
human adenovirus 23,dsDNA
human adenovirus 24,dsDNA
human adenovirus 25,dsDNA
human adenovirus 26,dsDNA
human adenovirus 27,dsDNA
human adenovirus 28,dsDNA
human adenovirus 29,dsDNA
human adenovirus 30,dsDNA
human adenovirus 32,dsDNA
human adenovirus 33,dsDNA
human adenovirus 36,dsDNA
human adenovirus 37,dsDNA
human adenovirus 38,dsDNA
human adenovirus 39,dsDNA
human adenovirus 42,dsDNA
human adenovirus 43,dsDNA
human adenovirus 44,dsDNA
human adenovirus 45,dsDNA
human adenovirus 46,dsDNA
human adenovirus 47,dsDNA
human adenovirus 48,dsDNA
human adenovirus 49,dsDNA
human adenovirus 51,dsDNA
human adenovirus 53,dsDNA
human adenovirus 54,dsDNA
human adenovirus 56,dsDNA
human adenovirus 4,dsDNA
simian adenovirus 22,dsDNA
simian adenovirus 23,dsDNA
simian adenovirus 24,dsDNA
simian adenovirus 25,dsDNA
simian adenovirus 26,dsDNA
simian adenovirus 30,dsDNA
simian adenovirus 36,dsDNA
simian adenovirus 37 (bonobo),dsDNA
simian adenovirus 38,dsDNA
simian adenovirus 39,dsDNA
chimpanzee adenovirus ChAd6,dsDNA
chimpanzee adenovirus Y25,dsDNA
human adenovirus 40,dsDNA
human adenovirus 41,dsDNA
simian adenovirus 1,dsDNA
human adenovirus 52,dsDNA
simian adenovirus 2,dsDNA
simian adenovirus 7,dsDNA
simian adenovirus 11,dsDNA
simian adenovirus 12,dsDNA
simian adenovirus 15,dsDNA
simian adenovirus 51,dsDNA
simian adenovirus 52,dsDNA
simian adenovirus 53,dsDNA
simian adenovirus 58,dsDNA
murine adenovirus 1,dsDNA
murine adenovirus 2,dsDNA
murine adenovirus 3,dsDNA
bovine adenovirus 2,dsDNA
ovine adenovirus 2,dsDNA
ovine adenovirus 3,dsDNA
ovine adenovirus 4,dsDNA
ovine adenovirus 5,dsDNA
ovine adenovirus 1,dsDNA
ovine adenovirus 8,dsDNA
titi monkey adenovirus 1,dsDNA
polar bear adenovirus 1,dsDNA
porcine adenovirus 3,dsDNA
porcine adenovirus 1,dsDNA
porcine adenovirus 4,dsDNA
porcine adenovirus 5,dsDNA
California sea lion adenovirus 1,dsDNA
simian adenovirus 3,dsDNA
simian adenovirus 4,dsDNA
simian adenovirus 6,dsDNA
simian adenovirus 9,dsDNA
simian adenovirus 10,dsDNA
simian adenovirus 14,dsDNA
simian adenovirus 48,dsDNA
simian adenovirus 49,dsDNA
simian adenovirus 5,dsDNA
simian adenovirus 8,dsDNA
simian adenovirus 50,dsDNA
simian adenovirus A1139,dsDNA
baboon adenovirus 1,dsDNA
cynamolgus adenovirus 1,dsDNA
simian adenovirus 19,dsDNA
baboon adenovirus 2,dsDNA
baboon adenovirus 3,dsDNA
simian adenovirus 13,dsDNA
simian adenovirus 16,dsDNA
simian adenovirus 18,dsDNA
simian adenovirus 17,dsDNA
simian adenovirus 20,dsDNA
simian adenovirus 54,dsDNA
simian adenovirus 55,dsDNA
skunk adenovirus 1,dsDNA
red squirrel adenovirus 1,dsDNA
tree shrew adenovirus 1,dsDNA
frog adenovirus 1,dsDNA
great tit adenovirus 1,dsDNA
chinstrap penguin adenovirus 2,dsDNA
psittacine adenovirus 5,dsDNA
psittacine adenovirus 6,dsDNA
psittacine adenovirus 7,dsDNA
raptor adenovirus 1,dsDNA
South Polar skua adenovirus 1,dsDNA
turkey adenovirus 3,dsDNA
red-eared slider adenovirus 1,dsDNA
Pseudoalteromonas phage Cr39582,dsDNA
Pseudoalteromonas phage PM2,dsDNA
Vibrio phage 1.249.A._10N.261.55.B9,dsDNA
Vibrio phage 1.044.O._10N.261.51.B8,dsDNA
Vibrio phage 1.008.O._10N.286.54.E5,dsDNA
Vibrio phage 1.020.O._10N.222.48.A2,dsDNA
Vibrio phage 1.080.O._10N.286.48.A4,dsDNA
Yaravirus,dsDNA
Thermus phage IN93,dsDNA
Thermus phage P23-77,dsDNA
Haloterrigena jeotgali icosahedral virus 1,dsDNA
Natrinema versiforme icosahedral virus 1,dsDNA
Saline Natrinema sp. J7‐1 virus 1,dsDNA
Haloarcula californiae icosahedral virus 1,dsDNA
Haloarcula hispanica icosahedral virus 2,dsDNA
Haloarcula hispanica PH1 virus,dsDNA
Haloarcula hispanica SH1 virus,dsDNA
Adoxophyes honmai nucleopolyhedrovirus,dsDNA
Agrotis ipsilon multiple nucleopolyhedrovirus,dsDNA
Agrotis segetum nucleopolyhedrovirus A,dsDNA
Agrotis segetum nucleopolyhedrovirus B,dsDNA
Choristoneura fumiferana DEF multiple nucleopolyhedrovirus,dsDNA
Chrysodeixis includens nucleopolyhedrovirus,dsDNA
Mamestra configurata nucleopolyhedrovirus B,dsDNA
Mythimna unipuncta nucleopolyhedrovirus,dsDNA
Spodoptera eridania nucleopolyhedrovirus,dsDNA
Spodoptera exigua multiple nucleopolyhedrovirus,dsDNA
Anticarsia gemmatalis multiple nucleopolyhedrovirus,dsDNA
Anticarsia gemmatalis multiple nucleopolyhedrovirus,dsDNA
Antheraea pernyi nucleopolyhedrovirus,dsDNA
Artaxa digramma nucleopolyhedrovirus,dsDNA
Autographa californica multiple nucleopolyhedrovirus,dsDNA
Plutella xylostella multiple nucleopolyhedrovirus,dsDNA
Bombyx mori nucleopolyhedrovirus,dsDNA
Bombyx mandarina nucleopolyhedrovirus,dsDNA
Buzura suppressaria nucleopolyhedrovirus,dsDNA
Catopsilia pomona nucleopolyhedrovirus,dsDNA
Choristoneura fumiferana multiple nucleopolyhedrovirus,dsDNA
Choristoneura murinana nucleopolyhedrovirus,dsDNA
Choristoneura rosaceana nucleopolyhedrovirus,dsDNA
Pseudoplusia includens single nucleopolyhedrovirus,dsDNA
Chrysodeixis chalcites nucleopolyhedrovirus,dsDNA
Clanis bilineata nucleopolyhedrovirus,dsDNA
Condylorrhiza vestigialis multiple nucleopolyhedrovirus,dsDNA
Cryptophlebia peltastica nucleopolyhedrovirus,dsDNA
